Sub-District,Sub-District Latitude,Sub-District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Dauh Puri Kauh,-8.6791849,115.2025966,Mie Bandung,-8.681194641325991,115.19991517386246,Noodle House
Dauh Puri Kauh,-8.6791849,115.2025966,Sitara Indian Restaurant,-8.680190350737861,115.20357604641124,Indian Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Ibis Style Bali Denpasar (former AllSeasons Dps),-8.6791309,115.2049375,Bed & Breakfast
Dauh Puri Kauh,-8.6791849,115.2025966,Happy Puppy,-8.677259007895632,115.20543673652752,Karaoke Bar
Dauh Puri Kauh,-8.6791849,115.2025966,Apotek Kimia Farma,-8.681320528705374,115.19877401840719,Pharmacy
Dauh Puri Kauh,-8.6791849,115.2025966,Pecel madiun,-8.680879868480508,115.20167745773595,Asian Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Purimas 3 Cake & Bakery,-8.681204309956179,115.19859235994457,Bakery
Dauh Puri Kauh,-8.6791849,115.2025966,iBox Apple Store,-8.679154902342436,115.20453333003216,Mobile Phone Shop
Dauh Puri Kauh,-8.6791849,115.2025966,Marga Mulya,-8.680226,115.20399,Automotive Shop
Dauh Puri Kauh,-8.6791849,115.2025966,"SUBWAY STORE ( BarberPop, Arena XPRNC, Coffee Shop )",-8.679602407346854,115.20394830046506,Clothing Store
Dauh Puri Kauh,-8.6791849,115.2025966,Ayam Bakar Maknyuusss,-8.677904048887067,115.20596298033712,Indonesian Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Holland Martabak & Terang Bulan,-8.681309791282345,115.19929372874353,Snack Place
Dauh Puri Kauh,-8.6791849,115.2025966,Nike Warehouse,-8.680112471639532,115.20373666102698,Sporting Goods Shop
Dauh Puri Kauh,-8.6791849,115.2025966,Martabak & Terang Bulan ASLI,-8.677020450307465,115.20608069590372,Bakery
Dauh Puri Kauh,-8.6791849,115.2025966,Pop! Harris Hotel,-8.679850644585107,115.20369643646302,Hotel
Dauh Puri Kauh,-8.6791849,115.2025966,Swikee Purwodadi,-8.679655799988156,115.20421706991348,Chinese Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Sushi Qombi,-8.681394258524616,115.19964015160872,Sushi Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Circle K,-8.677346881089722,115.2056086063385,Convenience Store
Dauh Puri Kauh,-8.6791849,115.2025966,Martabak & Terang Bulan Indorasa,-8.68044101900547,115.20333463105055,Food Truck
Dauh Puri Kauh,-8.6791849,115.2025966,Circle K,-8.680348201166646,115.20333138010449,Convenience Store
Dauh Puri Kauh,-8.6791849,115.2025966,Papa Ron's Pizza,-8.681007119302837,115.20092530118198,Pizza Place
Dauh Puri Kauh,-8.6791849,115.2025966,Warung BeJUBELs,-8.68103,115.201,Café
Dauh Puri Kauh,-8.6791849,115.2025966,Bakmi Ayam & Chinese Food AKAI,-8.679515522090009,115.2042306574586,Noodle House
Dauh Puri Kauh,-8.6791849,115.2025966,Circle K,-8.677482836536157,115.20545931157581,Convenience Store
Dauh Puri Kauh,-8.6791849,115.2025966,Angkringan Tugu Jogja,-8.681114522243936,115.20178975598438,Snack Place
Dauh Puri Kauh,-8.6791849,115.2025966,Warung Sunda Alas daun,-8.680858813574579,115.20080230267978,Indonesian Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Roppan,-8.678584132420955,115.20501353510441,Japanese Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Bubur Ayam Bang Yossi,-8.677169077997938,115.20630454834956,Food Truck
Dauh Puri Kauh,-8.6791849,115.2025966,MM Juice,-8.677852701135608,115.20562773978682,Asian Restaurant
Dauh Puri Kauh,-8.6791849,115.2025966,Hero,-8.677000755368077,115.20575250225117,Grocery Store
Dauh Puri Kauh,-8.6791849,115.2025966,Kimia Farma,-8.681171,115.198634,Pharmacy
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Helo Cafe,-8.675016,115.21758,Coffee Shop
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Coto makasar,-8.676023985604768,115.21889020286707,Asian Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Circle K,-8.675211308543979,115.2153686852341,Convenience Store
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Mie Ayam Pangsit Surabaya,-8.674478386972707,115.21762194171511,Noodle House
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,RM Ujung Pandang,-8.67636498358141,115.218919437578,Indonesian Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Starbucks,-8.672854,115.217833,Coffee Shop
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Terang Bulan Uno,-8.677442,115.218087,Snack Place
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Warung Abnormal,-8.676453018193458,115.21592318304646,Café
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,iTube Store Diponegoro,-8.673994927198661,115.21547464263328,Electronics Store
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Loving Hut,-8.676389428023437,115.21877596300574,Vegetarian / Vegan Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Karisma Jaya Vapor,-8.671295786486368,115.21600122536098,Vape Store
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,"Warung Babi guling ""sari Jaya""",-8.678561160728112,115.21507674398431,Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Nasi Gudeg & Liwet Keprabon,-8.674788937480004,115.2154665378619,Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Ayam Bakar Taliwang Khas Lombok. Jl. Pulau Buton (sanglah),-8.677368,115.214418,BBQ Joint
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Angkringan dua djempol,-8.676094172276224,115.21748924875284,Indonesian Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Bakmi Ahok Dempo Palembang,-8.673468028729582,115.2154505599022,Noodle House
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,"Angkringan ""ISAP SUSU""",-8.67622329258652,115.21545148616606,Snack Place
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Warung Daeng,-8.675897812192979,115.21790519999242,Diner
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Toko Buku Togamas,-8.675708963014165,115.21755947278346,Bookstore
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Coto Makasar,-8.676297576385506,115.21894809339857,Indonesian Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Indomaret,-8.67824014499389,115.21684550244325,Convenience Store
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Eka Print Fotocopy & Digital Printing,-8.67779295373943,115.21870363925466,Print Shop
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Pasar Sanglah,-8.676535518944144,115.2153879404068,Farmers Market
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,SPBU Pertamina,-8.678905964211935,115.2149748802185,Gas Station
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Angkringan Pasar Burung,-8.67589385221482,115.21645545959471,Asian Restaurant
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Warung Bu Komang,-8.673872142812398,115.21724904708203,Arcade
Dauh Puri Klod/Kelod,-8.6752501,115.21692083214637,Bakso & Mie Ayam Surabaya,-8.67454471758146,115.21766292108966,Asian Restaurant
Padangsambian,-8.6551368,115.1873253,Alfamart,-8.658622844204448,115.18686080795626,Convenience Store
Padangsambian,-8.6551368,115.1873253,Clandy's Grosir,-8.651029524335529,115.18896557658354,Kids Store
Padangsambian,-8.6551368,115.1873253,Cafetaria Balimed Hospital,-8.657042531067423,115.1909567801816,Café
Padangsambian,-8.6551368,115.1873253,"Ayam Betutu ""RAMA""",-8.657513273219985,115.18392237881464,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Ayam Bakar Wo Aini,-8.681634115660811,115.19372183940352,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Ayam Pedas Banyuwangi,-8.681743905701362,115.1935041791795,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Nasi Gudeg & Nasi Liwet Keprabon Khas Solo,-8.681689416207957,115.19276533161042,Javanese Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Depot Gang Djangkrik,-8.681492,115.193222,Chinese Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,McDonald's,-8.681946581158842,115.19172141983408,Fast Food Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,9/11 Cafe & Concept Store,-8.681069576324088,115.18843536402603,Bistro
Padangsambian Klod/Kelod,-8.6819367,115.1922233,The Night Market Cafe & Co-Working,-8.680353678455496,115.19333213567732,Café
Padangsambian Klod/Kelod,-8.6819367,115.1922233,KFC / KFC Coffee,-8.68188374054939,115.19111543889868,Fried Chicken Joint
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Warung Bu Kris,-8.681522081474462,115.19091913489183,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Domino's Pizza,-8.681700461387567,115.19174205938347,Italian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Circle K,-8.681556320463734,115.19481642823526,Convenience Store
Padangsambian Klod/Kelod,-8.6819367,115.1922233,ayam goreng widuran,-8.683902,115.195583,Diner
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Warung Siobak Favorit Singaraja Baktiseraga,-8.685529906647048,115.19403681455945,BBQ Joint
Padangsambian Klod/Kelod,-8.6819367,115.1922233,BUKA BAJU (Gubuk Makan Bakso Keju),-8.681431430480547,115.19569261011411,Indonesian Meatball Place
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Nasi Pecel & Tumpang Kertosono,-8.68217435899772,115.19676382288178,Diner
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Pizza Hut,-8.681501639056936,115.18899990066612,Pizza Place
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Burger King,-8.681127,115.189343,Fast Food Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Domino's Pizza,-8.685022090482887,115.19173837069091,Pizza Place
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Nirmala Marlboro,-8.682049220791102,115.18895278527498,Convenience Store
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Bakmi Sumo,-8.685163006657545,115.1942333731049,Noodle House
Padangsambian Klod/Kelod,-8.6819367,115.1922233,QC 30' Automatic Carwash,-8.680349874205673,115.19008242801648,Car Wash
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Bebek Binjay Coffee & Resto,-8.68158,115.19458,Halal Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Sumber Hidup / Surya Pangan,-8.67909261531026,115.19030013059378,Miscellaneous Shop
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Mie Jawa Malioboro,-8.681632605176677,115.1938226026123,Javanese Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Circle K,-8.68174094149401,115.19474313400609,Convenience Store
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Nasi Tempong Indra,-8.68285344499338,115.19635881312098,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Ayam Bakar Arema (Ibu Tika),-8.684594120590315,115.19505140831345,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Master Gym,-8.6812969175077,115.19526614783143,Gym
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Samsung Service Center,-8.67783475813698,115.19081354141235,Building
Padangsambian Klod/Kelod,-8.6819367,115.1922233,PT. Duta Intika Kawasaki,-8.681654539496616,115.19155103215704,Automotive Shop
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Teuku Umar Garden,-8.68167052411233,115.19330704595329,Seafood Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Arkenzi Street Roll Sushi,-8.681597423710214,115.1948415554431,Food Truck
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Nasi Gudeg & Nasi Liwet Primadona,-8.68383684719358,115.1957243450381,Indonesian Restaurant
Padangsambian Klod/Kelod,-8.6819367,115.1922233,Dim Sum Choie,-8.683789668607446,115.1880851421895,Dim Sum Restaurant
Pemecutan,-8.6580128,115.20633024914844,Rujak Kerandan,-8.65831749691722,115.20644349116402,Indonesian Restaurant
Pemecutan,-8.6580128,115.20633024914844,Bakso Soto IMBO,-8.659309940233866,115.20907087209342,Breakfast Spot
Pemecutan,-8.6580128,115.20633024914844,Denpasar Cineplex,-8.656331327180514,115.21005925451902,Indie Movie Theater
Pemecutan,-8.6580128,115.20633024914844,Bebek Goreng Yemelia,-8.654690374768462,115.20920636793191,Indonesian Restaurant
Pemecutan,-8.6580128,115.20633024914844,Nasi Tempong Condong Raos,-8.660141537654393,115.20596539248575,Indonesian Restaurant
Pemecutan,-8.6580128,115.20633024914844,Soto Bakso - Asian Baut,-8.65926869978735,115.20910076070162,Asian Restaurant
Pemecutan,-8.6580128,115.20633024914844,Depot Durian,-8.66004071732754,115.20458179270187,Asian Restaurant
Pemecutan,-8.6580128,115.20633024914844,Soto Ayam Cak Dul,-8.658389151113937,115.2085270693605,Indonesian Restaurant
Pemecutan,-8.6580128,115.20633024914844,Circle K,-8.654259750830912,115.20748556032001,Convenience Store
Pemecutan,-8.6580128,115.20633024914844,Nasi Jinggo & Sate Ayam Thamrin,-8.657142309299491,115.2099633553625,Food Truck
Pemecutan,-8.6580128,115.20633024914844,Toko Satria,-8.65420579953474,115.20866077862259,Arts & Crafts Store
Pemecutan,-8.6580128,115.20633024914844,Depot Barokah,-8.65663259516215,115.2106117471092,Restaurant
Pemecutan Klod/Kelod,-8.6679563,115.2033598,Bali Contour Hotel and Villa's,-8.66791275193292,115.202413925993,Hotel
Pemecutan Klod/Kelod,-8.6679563,115.2033598,Warung rujak dan tipat Bu Jero,-8.6692104277509,115.20439407844212,Indonesian Restaurant
Pemecutan Klod/Kelod,-8.6679563,115.2033598,Ayam Kremes Surabaya,-8.66807746340707,115.20141278641417,Indonesian Restaurant
Pemecutan Klod/Kelod,-8.6679563,115.2033598,Obonk Steak & Ribs,-8.665966594288243,115.20682383587335,Steakhouse
Tegal Harum,-8.667328000000001,115.19541683634995,Terang bulan dan martabak 'Sedap Mantap',-8.665786130843541,115.19866704940796,Food Truck
Tegal Harum,-8.667328000000001,115.19541683634995,EKA Print Rinjani,-8.665185026419623,115.19882144043784,Print Shop
Tegal Harum,-8.667328000000001,115.19541683634995,Indomaret,-8.66460388512517,115.19750814651567,Convenience Store
Tegal Harum,-8.667328000000001,115.19541683634995,Toko Yani,-8.664620766713002,115.19749491457743,Department Store
Tegal Kertha,-8.6580128,115.19673479272666,SD Muhammadiyah 3 Denpasar,-8.660548893666599,115.19588076815313,Arcade
Tegal Kertha,-8.6580128,115.19673479272666,Circle K,-8.659763,115.195687,Convenience Store
Tegal Kertha,-8.6580128,115.19673479272666,Wedangan Sinten Ramen,-8.660079352164123,115.1998378504821,Food Truck
Panjer,-8.6850181,115.2285516,Clandy's Grosir,-8.684403971756764,115.2294506527567,Kids Store
Panjer,-8.6850181,115.2285516,Warung Blaster,-8.684554,115.230483,Bistro
Panjer,-8.6850181,115.2285516,Seven Barber Shop Barito,-8.684428696544382,115.22854619587439,Health & Beauty Service
Panjer,-8.6850181,115.2285516,Waroeng SS,-8.684327848581978,115.23069261133737,Indonesian Restaurant
Panjer,-8.6850181,115.2285516,Rumah Makan Simpang Ampek,-8.688028528877275,115.22648698392634,Indonesian Restaurant
Panjer,-8.6850181,115.2285516,Joni Geboy,-8.684343540054396,115.22851725149549,Café
Panjer,-8.6850181,115.2285516,KFC Tukad Pakerisan,-8.684352,115.226038,Fried Chicken Joint
Panjer,-8.6850181,115.2285516,warung linci cabang barito,-8.684292229100802,115.22800204110419,Fried Chicken Joint
Panjer,-8.6850181,115.2285516,ESTRELLA LOUNGE AND CINEMA,-8.68542921111465,115.2303696863518,Lounge
Panjer,-8.6850181,115.2285516,Khayal Coffee Studio,-8.684506943478748,115.23270964622498,Coffee Shop
Panjer,-8.6850181,115.2285516,The Lavas Coffee,-8.681551064346698,115.23028285371268,Coffee Shop
Panjer,-8.6850181,115.2285516,Moena Fresh,-8.684269259177057,115.23021861216452,Juice Bar
Panjer,-8.6850181,115.2285516,WARUNG PANEN RAYA Ikan Bakar Alas Purwo,-8.684186,115.230688,Javanese Restaurant
Panjer,-8.6850181,115.2285516,Circle K,-8.68509742998879,115.22625069042851,Convenience Store
Panjer,-8.6850181,115.2285516,Yoshite Ramen,-8.683049208343794,115.22920033812377,Japanese Restaurant
Panjer,-8.6850181,115.2285516,Pasar Desa Nyanggelan Panjer,-8.682962547412293,115.22630761162057,Flea Market
Panjer,-8.6850181,115.2285516,Babi Guling Pakerisan,-8.688638894637238,115.22630632184702,BBQ Joint
Panjer,-8.6850181,115.2285516,YOSHI-TEI RAMEN,-8.681272869807923,115.23008624048528,Japanese Restaurant
Panjer,-8.6850181,115.2285516,Indomaret,-8.688768519698453,115.22635617084758,Convenience Store
Pedungan,-8.7123123,115.2134293,Bubur Ayam & Lontong Sayur Khas Jakarta,-8.712843581847455,115.21624088287354,Breakfast Spot
Pedungan,-8.7123123,115.2134293,Warung Babi Guling Sari Nadi,-8.715246539557091,115.21555168713267,BBQ Joint
Pedungan,-8.7123123,115.2134293,Warung Amla,-8.712182755536237,115.21567542211096,Chinese Restaurant
Pedungan,-8.7123123,115.2134293,Circle K,-8.715125688221988,115.2154292068285,Convenience Store
Pedungan,-8.7123123,115.2134293,Circle K,-8.71512878701262,115.21542174207272,Convenience Store
Pedungan,-8.7123123,115.2134293,Bebek Van Java,-8.715398860415663,115.21527781260751,Indonesian Restaurant
Pedungan,-8.7123123,115.2134293,Warung Makan Ayam Betutu Laku 2,-8.714273995748188,115.21549779909881,Asian Restaurant
Pedungan,-8.7123123,115.2134293,Warung Bu Nas,-8.708071,115.212142,Convenience Store
Pemogan,-8.7132661,115.1972718,ADAM GYM Pemogan,-8.716088370020309,115.19965258950411,Gym
Pemogan,-8.7132661,115.1972718,Central Spare parts,-8.713909521757833,115.20040521155111,Motorcycle Shop
Pemogan,-8.7132661,115.1972718,Depot As-sa'adah sate kambing,-8.710552889472076,115.20014762878418,BBQ Joint
Pemogan,-8.7132661,115.1972718,My sweet home,-8.716872542159912,115.19975100941222,Rental Car Location
Renon,-8.6867582,115.241215,Warung Bakso Raja,-8.686949,115.237706,Indonesian Meatball Place
Renon,-8.6867582,115.241215,Miranda Mart,-8.686419862689013,115.23807213708272,Food & Drink Shop
Sanur,-8.6831728,115.2564626,Moena Fresh,-8.681907800779364,115.25474076041729,Juice Bar
Sanur,-8.6831728,115.2564626,Simply Brew,-8.684356771569846,115.2590839375155,Café
Sanur,-8.6831728,115.2564626,Barista Coffee House,-8.6819875,115.2561528,Coffee Shop
Sanur,-8.6831728,115.2564626,Arena Pub & Restaurant,-8.683318028289962,115.25956392288207,Pub
Sanur,-8.6831728,115.2564626,Milestone Coffee,-8.684551389038711,115.25911980368316,Café
Sanur,-8.6831728,115.2564626,Joe's gone diving,-8.685955284312191,115.25870322330987,Dive Shop
Sanur,-8.6831728,115.2564626,GODDES BAKERY,-8.681645071324755,115.2532934309226,Bakery
Sanur,-8.6831728,115.2564626,Warung KKN,-8.682108169992997,115.2565664969158,Asian Restaurant
Sanur,-8.6831728,115.2564626,Chatime,-8.683802744400813,115.25913022264182,Bubble Tea Shop
Sanur,-8.6831728,115.2564626,Pizza Hut,-8.683634874628627,115.2592418508576,Pizza Place
Sanur,-8.6831728,115.2564626,Warung Adi,-8.681909537887217,115.25551823366288,Indonesian Restaurant
Sanur,-8.6831728,115.2564626,Pasar Senggol Sindhu,-8.685181972820812,115.26004921961412,Food Court
Sanur,-8.6831728,115.2564626,Warung Pojok,-8.684202033945033,115.258923554387,Asian Restaurant
Sanur,-8.6831728,115.2564626,Kayu Manis cafe and homestay,-8.684447139759621,115.25963260501992,Restaurant
Sanur,-8.6831728,115.2564626,J.Co Donuts & Coffee,-8.683647074972066,115.259173170454,Donut Shop
Sanur,-8.6831728,115.2564626,Babi Guling Sanur (Cokla),-8.682836843538494,115.25901749623021,BBQ Joint
Sanur,-8.6831728,115.2564626,Hotel Indi (d/h Hotel Rani),-8.681622839912164,115.25623316095219,Hotel
Sanur,-8.6831728,115.2564626,Green Leaf,-8.6843223332817,115.26017690829333,Indonesian Restaurant
Sanur,-8.6831728,115.2564626,Reaktiv Coffee,-8.682887277992505,115.2604192739296,Coffee Shop
Sanur,-8.6831728,115.2564626,Warung Doner Kebab,-8.682646028175819,115.26053284039209,Restaurant
Sanur,-8.6831728,115.2564626,McDonald's,-8.682527580054229,115.25940763682836,Fast Food Restaurant
Sanur,-8.6831728,115.2564626,Warung Santai,-8.684315609412627,115.26027341138841,Indonesian Restaurant
Sanur,-8.6831728,115.2564626,Jimmy's Cafe,-8.684265936572006,115.26049279373616,Bar
Sanur,-8.6831728,115.2564626,Circle K,-8.685672720476674,115.25877385014881,Convenience Store
Sanur,-8.6831728,115.2564626,RM Sari Rasa,-8.682024646436087,115.25499010771856,Chinese Restaurant
Sanur,-8.6831728,115.2564626,Lawar Sapi Odah Jaran,-8.682257,115.26075,Breakfast Spot
Sanur,-8.6831728,115.2564626,Abian Srama Hotel & Spa,-8.684913640296358,115.25914822732385,Hotel
Sanur,-8.6831728,115.2564626,Mini Mart,-8.68420536219251,115.25920904310156,Convenience Store
Sanur,-8.6831728,115.2564626,Serenity - Spanish Bar & Restaurant,-8.685306434419315,115.25912732849284,Spanish Restaurant
Sanur,-8.6831728,115.2564626,Pande Putri Mini Market,-8.681990840886503,115.25554519217725,Gourmet Shop
Sanur,-8.6831728,115.2564626,Circle K,-8.682668610403875,115.2605917669978,Convenience Store
Sanur,-8.6831728,115.2564626,Circle K,-8.68191240616723,115.25473155973505,Convenience Store
Sanur,-8.6831728,115.2564626,Warung Ziro,-8.686591386795044,115.258567,Chinese Restaurant
Sanur,-8.6831728,115.2564626,Wapo KKN Spesialis Ikan Bakar,-8.679663938787781,115.258742857585,Seafood Restaurant
Sanur,-8.6831728,115.2564626,Nasi Lawar Odah,-8.682109956020126,115.26055124902929,Breakfast Spot
Sanur,-8.6831728,115.2564626,Warung Pojok Masyonet,-8.682069984935431,115.26056282559227,Seafood Restaurant
Sanur,-8.6831728,115.2564626,Warung rujak mbok man,-8.68133932182211,115.26040075367132,Food Truck
Sanur Kaja,-8.6731387,115.2552042,Circle K,-8.67445950826656,115.25428320689306,Convenience Store
Sanur Kaja,-8.6731387,115.2552042,BARISTA Kitchen & Coffee Bar,-8.672715,115.258468,Café
Sanur Kaja,-8.6731387,115.2552042,Pod Chocolate Shop & Cafe Sanur,-8.669316,115.256992,Café
Sanur Kaja,-8.6731387,115.2552042,Bahagia Pet Shop,-8.674497368055514,115.25433808678852,Pet Store
Sanur Kaja,-8.6731387,115.2552042,Jazz Bar And Grille,-8.673871603517124,115.25904116161097,Jazz Club
Sanur Kaja,-8.6731387,115.2552042,Warung Pak Ada Matahari Terbit,-8.671746621758203,115.25938587280882,Seafood Restaurant
Sanur Kaja,-8.6731387,115.2552042,KFC / KFC Coffee,-8.674469515787283,115.2592110919708,Fast Food Restaurant
Sanur Kaja,-8.6731387,115.2552042,Restoran Gambelan,-8.671524246465173,115.2568153477586,Asian Restaurant
Sanur Kaja,-8.6731387,115.2552042,ALIA home,-8.675954,115.257451,Hotel
Sanur Kaja,-8.6731387,115.2552042,Hotel Euphoria Kuta,-8.67216183528566,115.25830538765138,Hotel
Sanur Kaja,-8.6731387,115.2552042,Puri Dalem Hotel,-8.674075116596036,115.2585164987853,Hotel
Sanur Kauh,-8.7006429,115.2509369,Warung Krishna,-8.6989886351488,115.25346741118071,Indonesian Restaurant
Sanur Kauh,-8.7006429,115.2509369,ARIRANG - Korean Restaurant,-8.704065102269873,115.2517593121535,Korean Restaurant
Sanur Kauh,-8.7006429,115.2509369,Cupa-Cupa Corner (CCC),-8.697909724768017,115.25121969740817,Fast Food Restaurant
Sanur Kauh,-8.7006429,115.2509369,Koki Restaurant,-8.704091,115.251467,Korean Restaurant
Sanur Kauh,-8.7006429,115.2509369,L.A Yogurt Healthy & Diet Food,-8.704476703499141,115.24893425230157,Dessert Shop
Sanur Kauh,-8.7006429,115.2509369,Warung Carik,-8.699684639849092,115.25396496183431,Restaurant
Sanur Kauh,-8.7006429,115.2509369,Man's shed bar & resto,-8.702733671549662,115.25390882253447,Public Art
Sanur Kauh,-8.7006429,115.2509369,Cellardoor Hatten Wines,-8.70469108,115.25162919,Wine Shop
Sanur Kauh,-8.7006429,115.2509369,Kopi Bali House,-8.70440898411893,115.24997394917844,Coffee Shop
Sanur Kauh,-8.7006429,115.2509369,Man Shed,-8.702873428311928,115.25390044230733,Bar
Sanur Kauh,-8.7006429,115.2509369,Mangsi Coffee Sanur,-8.704157588026005,115.25295914091326,Coffee Shop
Sanur Kauh,-8.7006429,115.2509369,Ari Pro Fitness,-8.70454688381994,115.24965282400504,Gym
Sesetan,-8.7070613,115.22279,Beer House Bali,-8.70648123028504,115.22000169920733,Beer Garden
Sesetan,-8.7070613,115.22279,Megumi Health Center,-8.709175957007904,115.22078483521148,Massage Studio
Sesetan,-8.7070613,115.22279,Cafe Santai,-8.706467333044573,115.22030795757576,Café
Sesetan,-8.7070613,115.22279,RM Dumpling,-8.710989765373848,115.22447960504434,Asian Restaurant
Sesetan,-8.7070613,115.22279,KFC,-8.704220691334049,115.21994569229777,Fast Food Restaurant
Sesetan,-8.7070613,115.22279,Bakso Solo Seser,-8.710574338977176,115.2232280266031,Indonesian Meatball Place
Sidakarya,-8.7063221,115.2348154,Ayam Goreng Ndeso,-8.704960465600339,115.23435817186744,Fried Chicken Joint
Sidakarya,-8.7063221,115.2348154,Coco Mart,-8.706100710815598,115.23777323799445,Convenience Store
Sidakarya,-8.7063221,115.2348154,Julia Costumes Studio,-8.707140715299639,115.2330383310513,Clothing Store
Sidakarya,-8.7063221,115.2348154,Sop Kambing Jakarta,-8.706261,115.237955,Diner
Sidakarya,-8.7063221,115.2348154,Mommy Shop,-8.70408372876905,115.23866415023804,Department Store
Dangin Puri,-8.6576934,115.2213049,Garuda Indonesia Denpasar,-8.65851662286215,115.2180648770349,Office
Dangin Puri,-8.6576934,115.2213049,London Beauty Centre,-8.657342093738537,115.21983114532772,Cosmetics Shop
Dangin Puri,-8.6576934,115.2213049,Balonku Baby Shop,-8.66150560202628,115.21948217972823,Kids Store
Dangin Puri,-8.6576934,115.2213049,Pasar Kereneng,-8.656096900745125,115.22490342829649,Farmers Market
Dangin Puri,-8.6576934,115.2213049,Lapangan Puputan Badung I Gusti Ngurah Made Agung,-8.656441815078491,115.21772146224976,Historic Site
Dangin Puri,-8.6576934,115.2213049,Barley,-8.656347,115.220532,Pizza Place
Dangin Puri,-8.6576934,115.2213049,Museum Bali,-8.657575175230352,115.21848862146366,History Museum
Dangin Puri,-8.6576934,115.2213049,Kober Mie Setan Kaliasem,-8.655080040158825,115.21859619269782,Noodle House
Dangin Puri,-8.6576934,115.2213049,Sinar Photo,-8.661444627019222,115.21943414641191,Camera Store
Dangin Puri,-8.6576934,115.2213049,Warung Rama Siobak Singaraja,-8.661291050978509,115.21880855307053,Indonesian Restaurant
Dangin Puri,-8.6576934,115.2213049,Circle K,-8.659166256664248,115.21991982572068,Convenience Store
Dangin Puri,-8.6576934,115.2213049,Alfamart,-8.656486055750698,115.22087283170475,Convenience Store
